"name","location","short_description","sys_class_name","asset","category","change_control","asset_tag","department","managed_by_group","managed_by","monitor","owned_by","install_status","subcategory","support_group","supported_by","assigned_to","assignment_group"
"BlackBerry Enterprise Server for Microsoft Exchange","","","Software","","","","","","","","false","","Installed","","","","",""
"BlackBerry v3.7 for the 7200 Series Wireless Handheld","","","Software","","","","","","","","false","","Installed","","","","",""
"BlackBerry v3.7 for the 7200 Series Wireless Handheld","","","Software","","","","","","","","false","","Installed","","","","",""
"BlackBerry v4.0 for the 7200 Series Wireless Handheld","","","Software","","","","","","","","false","","Installed","","","","",""
"BlackBerry v4.0.2 for the 7100 Series Wireless Handheld","","","Software","","","","","","","","false","","Installed","","","","",""
"BlackBerry v4.0.2 for the 7285/7290 Wireless Handheld","","","Software","","","","","","","","false","","Installed","","","","",""
"Blaze Media Pro","","","Software","","","","","","","","false","","Installed","","","","",""
"Blaze Media Pro","","","Software","","","","","","","","false","","Installed","","","","",""
"Block Diagrams","","","Software","","","","","","","","false","","Installed","","","","",""
"Block Diagrams Help","","","Software","","","","","","","","false","","Installed","","","","",""
"Block Diagrams Samples","","","Software","","","","","","","","false","","Installed","","","","",""
"Bloomberg ActiveX Controls","","","Software","","","","","","","","false","","Installed","","","","",""
"Bloomberg API","","","Software","","","","","","","","false","","Installed","","","","",""
"Bloomberg DDE Server","","","Software","","","","","","","","false","","Installed","","","","",""
"Bloomberg Keyboard","","","Software","","","","","","","","false","","Installed","","","","",""
"Bloomberg PFM Upload Tool for Microsoft Excel","","","Software","","","","","","","","false","","Installed","","","","",""
"Bloomberg Report Viewer (CR)","","","Software","","","","","","","","false","","Installed","","","","",""
"Bloomberg SFD Data Dictionary","","","Software","","","","","","","","false","","Installed","","","","",""
"Bloomberg, V.09.07.04","","","Software","","","","","","","","false","","Installed","","","","",""
"Bond Trading","450 Lexington Avenue, New York,NY","","Service","Unknown","","IT Finance CAB","","","","Davin Czukowski","false","John Retak","Installed","","IT Securities","","",""
"Bond Trading - DR","450 Lexington Avenue, New York,NY","","Service","Unknown","","IT Finance CAB","","","","Davin Czukowski","false","John Retak","Installed","","IT Securities","","",""
"bond_trade_aus","","","Database","","Resource","","","","","Bess Marso","false","","Installed","Database","Database San Diego","Winnie Reich","",""
"bond_trade_ny","","","Database","Unknown","","","","","","John Retak","false","","Installed","","NY DB","Charles Beckley","",""
"bond_trade_uk","","","Database","","","","","","","","false","","Installed","","","","",""
"BookWorks SQL Plug-in","","","Software","","","","","","","","false","","Installed","","","","",""
"BookWorks Windows XP SP2 Fix","","","Software","","","","","","","","false","","Installed","","","","",""
"Borders and Backgrounds","","","Software","","","","","","","","false","","Installed","","","","",""
"Borders and Backgrounds Help","","","Software","","","","","","","","false","","Installed","","","","",""
"BreezeBrowser","","","Software","","","","","","","","false","","Installed","","","","",""
"Broadcom Advanced Control Suite","","","Software","","","","","","","","false","","Installed","","","","",""
"Broadcom Advanced Control Suite","","","Software","","","","","","","","false","","Installed","","","","",""
"Broadcom Advanced Control Suite 2","","","Software","","","","","","","","false","","Installed","","","","",""
"Broadcom ASF Management Applications","","","Software","","","","","","","","false","","Installed","","","","",""
"Broadcom ASF Management Applications","","","Software","","","","","","","","false","","Installed","","","","",""
"Brother HL-2170W Personal Standard Mono Laser Printer","615 North Bush Street, Santa Ana,CA","","Printer","P1000129 - Brother Network-Ready Color Laser Printer","Do not migrate to asset","","P1000129","","","","false","","","","","","",""
"Brother HL-2170W Personal Standard Mono Laser Printer","615 North Bush Street, Santa Ana,CA","","Printer","P1000087 - Brother Network-Ready Color Laser Printer","Do not migrate to asset","","P1000087","","","","false","","","","","","",""
"Brother HL-2170W Personal Standard Mono Laser Printer","615 North Bush Street, Santa Ana,CA","","Printer","P1000025 - Brother Network-Ready Color Laser Printer","Do not migrate to asset","","P1000025","","","","false","","","","","","",""
"Brother HL-2170W Personal Standard Mono Laser Printer","615 North Bush Street, Santa Ana,CA","","Printer","P1000209 - Brother Network-Ready Color Laser Printer","Do not migrate to asset","","P1000209","","","","false","","","","","","",""
"Brother HL-2170W Personal Standard Mono Laser Printer","615 North Bush Street, Santa Ana,CA","","Printer","P1000141 - Brother Network-Ready Color Laser Printer","Do not migrate to asset","","P1000141","","","","false","","","","","","",""
"Brother HL-2170W Personal Standard Mono Laser Printer","615 North Bush Street, Santa Ana,CA","","Printer","P1000085 - Brother Network-Ready Color Laser Printer","Do not migrate to asset","","P1000085","","","","false","","","","","","",""
"Brother HL-2170W Personal Standard Mono Laser Printer","615 North Bush Street, Santa Ana,CA","","Printer","P1000023 - Brother Network-Ready Color Laser Printer","Do not migrate to asset","","P1000023","","","","false","","","","","","",""
"Brother HL-2170W Personal Standard Mono Laser Printer","615 North Bush Street, Santa Ana,CA","","Printer","P1000202 - Brother Network-Ready Color Laser Printer","Do not migrate to asset","","P1000202","","","","false","","","","","","",""
"Brother HL-2170W Personal Standard Mono Laser Printer","615 North Bush Street, Santa Ana,CA","","Printer","P1000137 - Brother Network-Ready Color Laser Printer","Do not migrate to asset","","P1000137","","","","false","","","","","","",""
"Brother HL-2170W Personal Standard Mono Laser Printer","615 North Bush Street, Santa Ana,CA","","Printer","P1000093 - Brother Network-Ready Color Laser Printer","Do not migrate to asset","","P1000093","","","","false","","","","","","",""
"Brother HL-2170W Personal Standard Mono Laser Printer","615 North Bush Street, Santa Ana,CA","","Printer","P1000018 - Brother Network-Ready Color Laser Printer","Do not migrate to asset","","P1000018","","","","false","","","","","","",""
"Brother HL-2170W Personal Standard Mono Laser Printer","815 E Street, San Diego,CA","","Printer","P1000197 - Brother Network-Ready Color Laser Printer","Do not migrate to asset","","P1000197","","","","false","","","","","","",""
"Brother HL-2170W Personal Standard Mono Laser Printer","815 E Street, San Diego,CA","","Printer","P1000132 - Brother Network-Ready Color Laser Printer","Do not migrate to asset","","P1000132","","","","false","","","","","","",""
"Brother HL-2170W Personal Standard Mono Laser Printer","815 E Street, San Diego,CA","","Printer","P1000090 - Brother Network-Ready Color Laser Printer","Do not migrate to asset","","P1000090","","","","false","","","","","","",""
"Brother HL-2170W Personal Standard Mono Laser Printer","815 E Street, San Diego,CA","","Printer","P1000032 - Brother Network-Ready Color Laser Printer","Do not migrate to asset","","P1000032","","","","false","","","","","","",""
"Brother HL-2170W Personal Standard Mono Laser Printer","Rome","","Printer","P1000211 - Brother Network-Ready Color Laser Printer","Do not migrate to asset","","P1000211","","","","false","","","","","","",""
"Brother HL-2170W Personal Standard Mono Laser Printer","815 E Street, San Diego,CA","","Printer","P1000130 - Brother Network-Ready Color Laser Printer","Do not migrate to asset","","P1000130","","","","false","","","","","","",""
"BSPlayer","","","Software","","","","","","","","false","","Installed","","","","",""
"BufferChm","","","Software","","","","","","","","false","","Installed","","","","",""
"BufferChm","","","Software","","","","","","","","false","","Installed","","","","",""
"BugHunter Tutorial","","","Software","","","","","","","","false","","Installed","","","","",""
"BUILD01","5505 Stevens Way, San Diego,CA","","Computer","P1000101 - Dell Inc. OptiPlex 469","Do not migrate to asset","","P1000101","Sales","","","false","","Installed","","","","Margaret Grey",""
"Business Complete Care Services Agreement","","","Software","","","","","","","","false","","Installed","","","","",""
"Business Contact Manager for Outlook 2003","","","Software","","","","","","","","false","","Installed","","","","",""
"Business Contact Manager for Outlook 2003","","","Software","","","","","","","","false","","Installed","","","","",""
"Cac7","","","Software","","","","","","","","false","","Installed","","","","",""
"CAD Drawing Display","","","Software","","","","","","","","false","","Installed","","","","",""
"CAD Drawing Display Samples","","","Software","","","","","","","","false","","Installed","","","","",""
"CafeKeeper","","","Software","","","","","","","","false","","Installed","","","","",""
"Callouts and Connectors","","","Software","","","","","","","","false","","Installed","","","","",""
"Callouts and Connectors Help","","","Software","","","","","","","","false","","Installed","","","","",""
"CALLXPR1","153 South Sierra Avenue, Solana Beach,CA","","Computer","P1000033 - IBM Thinkpad T20","Hardware","","P1000033","Development","","","false","","Installed","Computer","","","David Loo",""
"Camera Access Library","","","Software","","","","","","","","false","","Installed","","","","",""
"Camera Support Core Library","","","Software","","","","","","","","false","","Installed","","","","",""
"Camera Support Core Library","","","Software","","","","","","","","false","","Installed","","","","",""
"Camera Support Core Library","","","Software","","","","","","","","false","","Installed","","","","",""
"Camera Window","","","Software","","","","","","","","false","","Installed","","","","",""
"Camera Window DS","","","Software","","","","","","","","false","","Installed","","","","",""
"Camera Window DS","","","Software","","","","","","","","false","","Installed","","","","",""
"Camera Window DVC","","","Software","","","","","","","","false","","Installed","","","","",""
"Camera Window DVC","","","Software","","","","","","","","false","","Installed","","","","",""
"Camera Window DVC","","","Software","","","","","","","","false","","Installed","","","","",""
"Camera Window MC","","","Software","","","","","","","","false","","Installed","","","","",""
"Camera Window MC","","","Software","","","","","","","","false","","Installed","","","","",""
"Canon Camera Access Library","","","Software","","","","","","","","false","","Installed","","","","",""
"Canon Camera Support Core Library","","","Software","","","","","","","","false","","Installed","","","","",""
"Canon Camera Support Core Library","","","Software","","","","","","","","false","","Installed","","","","",""
"Canon Camera Support Core Library","","","Software","","","","","","","","false","","Installed","","","","",""
"Canon Camera Window DC_DV 5 for ZoomBrowser EX","","","Software","","","","","","","","false","","Installed","","","","",""
"Canon Camera Window DC_DV 6 for ZoomBrowser EX","","","Software","","","","","","","","false","","Installed","","","","",""
"Canon Camera Window DS for ZoomBrowser EX","","","Software","","","","","","","","false","","Installed","","","","",""
"Canon Camera Window DSLR 5 for ZoomBrowser EX","","","Software","","","","","","","","false","","Installed","","","","",""
